Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ukraine,UKR,2009,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,4.88761394320421
Ukraine,UKR,2008,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,3.60532981523366
Ukraine,UKR,2007,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,3.55668840350097
Ukraine,UKR,2006,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.77249574349844
Ukraine,UKR,2005,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.69837586661565
Ukraine,UKR,2004,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.78636671290806
Ukraine,UKR,2003,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.92826299291522
Ukraine,UKR,2002,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.71179261802868
Ukraine,UKR,2001,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,2.1089006274417
Ukraine,UKR,2000,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,1.29420513887627
Ukraine,UKR,1999,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0569969457690008
Ukraine,UKR,1998,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0286515688204848
Ukraine,UKR,1997,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0239274846034381
Ukraine,UKR,1996,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.0134653442755677
Ukraine,UKR,2023,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,176645481677.3
Ukraine,UKR,2022,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,143317877298
Ukraine,UKR,2021,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,136907590904.5
Ukraine,UKR,2020,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,133405532754.5
Ukraine,UKR,2019,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,125724670239.8
Ukraine,UKR,2018,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,122565904091.9
Ukraine,UKR,2017,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,124415462467.7
Ukraine,UKR,2016,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,116341600303.7
Ukraine,UKR,2015,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,118566228266.3
Ukraine,UKR,2014,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,127657360096.1
Ukraine,UKR,2013,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,146936247161.3
Ukraine,UKR,2012,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,133747125433.2
Ukraine,UKR,2011,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,137133975946.7
Ukraine,UKR,2010,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,124526897803.9
Ukraine,UKR,2009,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,105305698734.2
Ukraine,UKR,2008,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,99522725087.1
Ukraine,UKR,2007,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,80811501426.6
Ukraine,UKR,2006,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,54269247857.6
Ukraine,UKR,2005,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,35100157138.6
Ukraine,UKR,2004,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,32109497693.8
Ukraine,UKR,2003,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,25866011946
Ukraine,UKR,2002,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,23485797434.5
Ukraine,UKR,2001,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,22209140729.2
Ukraine,UKR,2000,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,13915483185
Ukraine,UKR,1999,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,15753044628.1
Ukraine,UKR,1998,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,13073030721.9
Ukraine,UKR,1997,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,11133852083
Ukraine,UKR,1996,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,9538672857.8
Ukraine,UKR,1995,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,8429952804.7
Ukraine,UKR,1994,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,5636653268.2
Ukraine,UKR,1993,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3855492092.6
Ukraine,UKR,1992,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,550691959.6
Ukraine,UKR,2022,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,84.8116390544038
Ukraine,UKR,2021,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,70.5832658828963
Ukraine,UKR,2020,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,83.3576019691388
Ukraine,UKR,2019,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,80.6987144339379
Ukraine,UKR,2018,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,92.7372175750206
Ukraine,UKR,2017,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,109.407147922562
Ukraine,UKR,2016,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,123.342420933118
Ukraine,UKR,2015,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,125.025871206995
Ukraine,UKR,2014,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,96.7265802999128
Ukraine,UKR,2013,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,78.2755632633463
Ukraine,UKR,2012,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,74.055964307376
Ukraine,UKR,2011,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,85.1737693525904
Ukraine,UKR,2010,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,91.5918932375376
Ukraine,UKR,2009,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,91.7428679004559
Ukraine,UKR,2008,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,55.8050608668065
Ukraine,UKR,2007,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,56.8852340521727
Ukraine,UKR,2006,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,51.1822010052832
Ukraine,UKR,2005,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,41.2177495967655
Ukraine,UKR,2004,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,49.9846110854182
Ukraine,UKR,2003,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,52.1994087018172
Ukraine,UKR,2002,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,56.2032642628855
Ukraine,UKR,2001,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,59.4734683771174
Ukraine,UKR,2000,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,45.8970249142014
Ukraine,UKR,1999,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,51.2934005540178
Ukraine,UKR,1998,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,31.8764804703982
Ukraine,UKR,1997,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,22.4892081855559
Ukraine,UKR,1996,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,21.6847987608499
Ukraine,UKR,1995,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,17.6919760042107
Ukraine,UKR,1994,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,10.8276923525772
Ukraine,UKR,1993,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,6.01831092275064
Ukraine,UKR,1992,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,0.74585818455982
Ukraine,UKR,2023,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,51.930529582206
Ukraine,UKR,2022,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,56.8082813827082
Ukraine,UKR,2021,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,75.0591539446458
Ukraine,UKR,2020,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,82.9017961198517
Ukraine,UKR,2019,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,89.3682758000163
Ukraine,UKR,2018,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,101.547394512682
Ukraine,UKR,2017,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,119.925370861642
Ukraine,UKR,2016,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,131.122371935599
Ukraine,UKR,2015,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,150.464314005921
Ukraine,UKR,2014,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,300.967520286326
Ukraine,UKR,2013,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,170.587928990709
Ukraine,UKR,2012,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,141.533706780383
Ukraine,UKR,2011,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,102.950135084356
Ukraine,UKR,2010,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,78.8625647438057
Ukraine,UKR,2009,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,74.9914059232736
Ukraine,UKR,2008,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,65.4202214558406
Ukraine,UKR,2007,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,70.538750102488
Ukraine,UKR,2006,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,68.6979754377815
Ukraine,UKR,2005,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,62.2183280570783
Ukraine,UKR,2004,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,107.424691557557
Ukraine,UKR,2003,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,129.785504916657
Ukraine,UKR,2002,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,197.524541479475
Ukraine,UKR,2001,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,277.012230703539
Ukraine,UKR,2000,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,30.2689905194023
Ukraine,UKR,1999,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,28.8400039465638
Ukraine,UKR,1998,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,60.4549752162661
Ukraine,UKR,1997,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,46.1658051654552
Ukraine,UKR,1996,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,22.5101219706929
Ukraine,UKR,1995,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,20.898875963117
Ukraine,UKR,1994,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,62.7880235627329
Ukraine,UKR,1993,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,96.8121538293361
Ukraine,UKR,1992,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,19.8224097598719
Ukraine,UKR,2023,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,33.2145708511612
Ukraine,UKR,2022,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,22.9158718478476
Ukraine,UKR,2021,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,24.3385591623037
Ukraine,UKR,2020,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,33.1419976675585
Ukraine,UKR,2019,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,29.4405655098828
Ukraine,UKR,2018,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,29.7529020998705
Ukraine,UKR,2017,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,35.6479291436879
Ukraine,UKR,2016,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,38.5141293457096
Ukraine,UKR,2015,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,37.3044270056666
Ukraine,UKR,2014,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,31.9843146929052
Ukraine,UKR,2013,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,38.9146626287911
Ukraine,UKR,2012,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,37.1273777217462
Ukraine,UKR,2011,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,36.7149017804054
Ukraine,UKR,2010,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,38.759490197751
Ukraine,UKR,2009,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,35.0475945259594
Ukraine,UKR,2008,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,23.4766322711294
Ukraine,UKR,2007,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,35.2149996926292
Ukraine,UKR,2006,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,30.9146617827601
Ukraine,UKR,2005,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,27.805181633782
Ukraine,UKR,2004,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,26.198243412798
Ukraine,UKR,2003,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,32.6843633456602
Ukraine,UKR,2002,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,39.7216944569626
Ukraine,UKR,2001,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,42.6045155994822
Ukraine,UKR,2000,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,2.41681117182855
Ukraine,UKR,1999,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,1.95084414326364
Ukraine,UKR,1998,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,2.86830887692216
Ukraine,UKR,1997,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,5.30887824794033
Ukraine,UKR,1996,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,2.35699500053107
Ukraine,UKR,1995,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,1.36735603734313
Ukraine,UKR,1994,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,2.59178031182061
Ukraine,UKR,2023,Present value of external debt (current US$),DT.DOD.PVLX.CD,96718815179.1
Ukraine,UKR,2023,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,152.705077883544
Ukraine,UKR,2022,Net official development assistance received (current US$),DT.ODA.ODAT.CD,28732429687.5
Ukraine,UKR,2021,Net official development assistance received (current US$),DT.ODA.ODAT.CD,2214540039.0625
Ukraine,UKR,2020,Net official development assistance received (current US$),DT.ODA.ODAT.CD,2337570068.35938
Ukraine,UKR,2019,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1119680053.71094
Ukraine,UKR,2018,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1223209960.9375
Ukraine,UKR,2017,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1180660034.17969
Ukraine,UKR,2016,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1523319946.28906
Ukraine,UKR,2015,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1449349975.58594
Ukraine,UKR,2014,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1403819946.28906
Ukraine,UKR,2013,Net official development assistance received (current US$),DT.ODA.ODAT.CD,790739990.234375
Ukraine,UKR,2012,Net official development assistance received (current US$),DT.ODA.ODAT.CD,772059997.558594
Ukraine,UKR,2011,Net official development assistance received (current US$),DT.ODA.ODAT.CD,777929992.675781
Ukraine,UKR,2010,Net official development assistance received (current US$),DT.ODA.ODAT.CD,656650024.414063
Ukraine,UKR,2009,Net official development assistance received (current US$),DT.ODA.ODAT.CD,654719970.703125
Ukraine,UKR,2008,Net official development assistance received (current US$),DT.ODA.ODAT.CD,617349975.585938
Ukraine,UKR,2007,Net official development assistance received (current US$),DT.ODA.ODAT.CD,420980010.986328
Ukraine,UKR,2006,Net official development assistance received (current US$),DT.ODA.ODAT.CD,484630004.882813
Ukraine,UKR,2005,Net official development assistance received (current US$),DT.ODA.ODAT.CD,404100006.103516
Ukraine,UKR,2022,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,16.8547790936209
Ukraine,UKR,2021,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.14171513319887
Ukraine,UKR,2020,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.46061584785884
Ukraine,UKR,2019,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.718687436120964
Ukraine,UKR,2018,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.925519124815805
Ukraine,UKR,2017,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.03823628063344
Ukraine,UKR,2016,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.61498526357321
Ukraine,UKR,2015,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.52831245482887
Ukraine,UKR,2014,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.06368095548215
Ukraine,UKR,2013,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.421241316055273
Ukraine,UKR,2012,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.427490665217388
Ukraine,UKR,2011,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.483171506632187
Ukraine,UKR,2010,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.482978537097033
Ukraine,UKR,2009,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.570395415499954
Ukraine,UKR,2008,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.346164686844577
Ukraine,UKR,2007,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.296338343348251
Ukraine,UKR,2006,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.45706235671792
Ukraine,UKR,2005,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.474530435799938
Ukraine,UKR,2022,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,699.95842719121
Ukraine,UKR,2021,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,49.9911518516708
Ukraine,UKR,2020,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,52.3180245279104
Ukraine,UKR,2019,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,24.9053239111282
Ukraine,UKR,2018,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,27.0568355244134
Ukraine,UKR,2017,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,25.9850992338811
Ukraine,UKR,2016,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,33.3938127551045
Ukraine,UKR,2015,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,31.6556354214704
Ukraine,UKR,2014,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,30.5361598918538
Ukraine,UKR,2013,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,17.142756586563
Ukraine,UKR,2012,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,16.7076187390596
Ukraine,UKR,2011,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,16.7990943712243
Ukraine,UKR,2010,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,14.1348799295984
Ukraine,UKR,2009,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,14.0426335829521
Ukraine,UKR,2008,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,13.1858362644352
Ukraine,UKR,2007,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,8.94506975523062
Ukraine,UKR,2006,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,10.2504947552657
Ukraine,UKR,2005,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,8.4920728067886
Ukraine,UKR,2023,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.3588761006994
Ukraine,UKR,2022,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.5572209992075
Ukraine,UKR,2021,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.1765354256544
Ukraine,UKR,2020,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,23.8730939460794
Ukraine,UKR,2019,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.15621515478
Ukraine,UKR,2018,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.7824682176434
Ukraine,UKR,2017,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.8974535213248
Ukraine,UKR,2016,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,23.4340184931092
Ukraine,UKR,2015,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,55.3903722878765
Ukraine,UKR,2014,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,29.7064947502784
Ukraine,UKR,2013,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,42.2986617537939
Ukraine,UKR,2012,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,31.3501569139298
Ukraine,UKR,2011,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,30.1423825965648
Ukraine,UKR,2010,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,38.4081720293996
Ukraine,UKR,2009,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,40.5135300042325
Ukraine,UKR,2008,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,21.0451168524101
Ukraine,UKR,2007,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.4901513741009
Ukraine,UKR,2006,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.9959202149456
Ukraine,UKR,2005,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,13.5770230617278
Ukraine,UKR,2004,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,11.111975323212
Ukraine,UKR,2003,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.1030071720687
Ukraine,UKR,2002,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,15.9761345137449
Ukraine,UKR,2001,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.3234267267477
Ukraine,UKR,2000,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,20.2954583892763
Ukraine,UKR,1999,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,17.6644426914512
Ukraine,UKR,1998,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.0596527966254
Ukraine,UKR,1997,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.61157499049383
Ukraine,UKR,1996,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.6756463377589
Ukraine,UKR,1995,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,6.9593196167738
Ukraine,UKR,1994,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1.96657526441876
Ukraine,UKR,2023,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.259878871051
Ukraine,UKR,2022,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.44901285261203
Ukraine,UKR,2021,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.47223001873506
Ukraine,UKR,2020,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,10.8722201062308
Ukraine,UKR,2019,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.95614166872464
Ukraine,UKR,2018,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,11.1726918428923
Ukraine,UKR,2017,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,11.6292515758099
Ukraine,UKR,2016,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,13.1418118621218
Ukraine,UKR,2015,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,31.334783979043
Ukraine,UKR,2014,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,15.9674824171691
Ukraine,UKR,2013,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,20.1641064257918
Ukraine,UKR,2012,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,16.2473251712554
Ukraine,UKR,2011,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,16.6876964352352
Ukraine,UKR,2010,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,19.8712891691672
Ukraine,UKR,2009,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,20.0140149299782
Ukraine,UKR,2008,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,10.372575454495
Ukraine,UKR,2007,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.46904222508663
Ukraine,UKR,2006,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.90160395657931
Ukraine,UKR,2005,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.91686601090413
Ukraine,UKR,2004,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.89322413050277
Ukraine,UKR,2003,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.85007110536425
Ukraine,UKR,2002,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,8.48369877493945
Ukraine,UKR,2001,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,6.62785823017595
Ukraine,UKR,2000,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,12.3845523147084
Ukraine,UKR,1999,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,9.2982132710921
Ukraine,UKR,1998,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.91454481965286
Ukraine,UKR,1997,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.73944651545231
Ukraine,UKR,1996,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.85766346513566
Ukraine,UKR,1995,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.38581695057197
